numero,densidadb,densidadp,replica,tamano,circ,at,numCF,densidadp_porc,at_n,tamanoat2,numCFat2,circat2,densidadp_num
119,0.7,0.6,1,315,0.762,963381,135,36,0.907154336,285.753616,122.4658354,0.691251604,5
120,0.7,0.6,1,289,0.651,963381,135,36,0.907154336,262.1676032,122.4658354,0.590557473,5
121,0.7,0.6,1,453,0.689,963381,135,36,0.907154336,410.9409144,122.4658354,0.625029338,5
122,0.7,0.6,1,232,0.523,963381,135,36,0.907154336,210.4598061,122.4658354,0.474441718,5
123,0.7,0.6,1,373,0.547,963381,135,36,0.907154336,338.3685675,122.4658354,0.496213422,5
124,0.7,0.6,1,319,0.496,963381,135,36,0.907154336,289.3822333,122.4658354,0.449948551,5
125,0.7,0.6,1,417,0.78,963381,135,36,0.907154336,378.2833583,122.4658354,0.707580382,5
126,0.7,0.6,1,229,0.893,963381,135,36,0.907154336,207.738343,122.4658354,0.810088822,5
127,0.7,0.6,1,412,0.802,963381,135,36,0.907154336,373.7475866,122.4658354,0.727537778,5
128,0.7,0.6,1,312,0.533,963381,135,36,0.907154336,283.032153,122.4658354,0.483513261,5
129,0.7,0.6,1,200,0.78,963381,135,36,0.907154336,181.4308673,122.4658354,0.707580382,5
130,0.7,0.6,1,247,0.818,963381,135,36,0.907154336,224.0671211,122.4658354,0.742052247,5
131,0.7,0.6,1,218,0.847,963381,135,36,0.907154336,197.7596453,122.4658354,0.768359723,5
132,0.7,0.6,1,542,0.588,963381,135,36,0.907154336,491.6776503,122.4658354,0.53340675,5
133,0.7,0.6,1,632,0.62,963381,135,36,0.907154336,573.3215406,122.4658354,0.562435689,5
134,0.7,0.6,1,464,0.664,963381,135,36,0.907154336,420.9196121,122.4658354,0.602350479,5
135,0.7,0.6,1,262,0.634,963381,135,36,0.907154336,237.6744361,122.4658354,0.575135849,5
1,0.7,0.6,2,223,0.711,976949,128,36,0.919930455,205.1444915,117.7510983,0.654070554,5
2,0.7,0.6,2,281,0.702,976949,128,36,0.919930455,258.5004579,117.7510983,0.64579118,5
3,0.7,0.6,2,208,0.722,976949,128,36,0.919930455,191.3455347,117.7510983,0.664189789,5
4,0.7,0.6,2,419,0.611,976949,128,36,0.919930455,385.4508607,117.7510983,0.562077508,5
5,0.7,0.6,2,397,0.747,976949,128,36,0.919930455,365.2123907,117.7510983,0.68718805,5
6,0.7,0.6,2,110,0.467,976949,128,36,0.919930455,101.1923501,117.7510983,0.429607523,5
7,0.7,0.6,2,202,0.797,976949,128,36,0.919930455,185.8259519,117.7510983,0.733184573,5
8,0.7,0.6,2,269,0.53,976949,128,36,0.919930455,247.4612924,117.7510983,0.487563141,5
9,0.7,0.6,2,155,0.753,976949,128,36,0.919930455,142.5892205,117.7510983,0.692707633,5
10,0.7,0.6,2,141,0.831,976949,128,36,0.919930455,129.7101942,117.7510983,0.764462208,5
11,0.7,0.6,2,281,0.842,976949,128,36,0.919930455,258.5004579,117.7510983,0.774581443,5
12,0.7,0.6,2,169,0.67,976949,128,36,0.919930455,155.4682469,117.7510983,0.616353405,5
13,0.7,0.6,2,236,0.592,976949,128,36,0.919930455,217.1035874,117.7510983,0.544598829,5
14,0.7,0.6,2,223,0.828,976949,128,36,0.919930455,205.1444915,117.7510983,0.761702417,5
15,0.7,0.6,2,197,0.678,976949,128,36,0.919930455,181.2262997,117.7510983,0.623712849,5
16,0.7,0.6,2,270,0.653,976949,128,36,0.919930455,248.3812229,117.7510983,0.600714587,5
17,0.7,0.6,2,296,0.672,976949,128,36,0.919930455,272.2994147,117.7510983,0.618193266,5
18,0.7,0.6,2,162,0.836,976949,128,36,0.919930455,149.0287337,117.7510983,0.769061861,5
19,0.7,0.6,2,161,0.66,976949,128,36,0.919930455,148.1088033,117.7510983,0.6071541,5
20,0.7,0.6,2,298,0.674,976949,128,36,0.919930455,274.1392756,117.7510983,0.620033127,5
21,0.7,0.6,2,351,0.674,976949,128,36,0.919930455,322.8955898,117.7510983,0.620033127,5
22,0.7,0.6,2,258,0.91,976949,128,36,0.919930455,237.3420574,117.7510983,0.837136714,5
23,0.7,0.6,2,286,0.708,976949,128,36,0.919930455,263.1001102,117.7510983,0.651310762,5
24,0.7,0.6,2,267,0.665,976949,128,36,0.919930455,245.6214315,117.7510983,0.611753753,5
25,0.7,0.6,2,101,0.537,976949,128,36,0.919930455,92.91297597,117.7510983,0.494002654,5
26,0.7,0.6,2,455,0.664,976949,128,36,0.919930455,418.5683571,117.7510983,0.610833822,5
27,0.7,0.6,2,289,0.792,976949,128,36,0.919930455,265.8599015,117.7510983,0.72858492,5
28,0.7,0.6,2,306,0.552,976949,128,36,0.919930455,281.4987193,117.7510983,0.507801611,5
29,0.7,0.6,2,164,0.807,976949,128,36,0.919930455,150.8685946,117.7510983,0.742383877,5
30,0.7,0.6,2,271,0.691,976949,128,36,0.919930455,249.3011533,117.7510983,0.635671945,5
31,0.7,0.6,2,295,0.542,976949,128,36,0.919930455,271.3794843,117.7510983,0.498602307,5
32,0.7,0.6,2,407,0.497,976949,128,36,0.919930455,374.4116952,117.7510983,0.457205436,5
33,0.7,0.6,2,249,0.714,976949,128,36,0.919930455,229.0626833,117.7510983,0.656830345,5
34,0.7,0.6,2,231,0.84,976949,128,36,0.919930455,212.5039351,117.7510983,0.772741582,5
35,0.7,0.6,2,155,0.827,976949,128,36,0.919930455,142.5892205,117.7510983,0.760782486,5
36,0.7,0.6,2,160,0.722,976949,128,36,0.919930455,147.1888728,117.7510983,0.664189789,5
37,0.7,0.6,2,217,0.771,976949,128,36,0.919930455,199.6249088,117.7510983,0.709266381,5
38,0.7,0.6,2,404,0.582,976949,128,36,0.919930455,371.6519039,117.7510983,0.535399525,5
39,0.7,0.6,2,114,0.779,976949,128,36,0.919930455,104.8720719,117.7510983,0.716625825,5
40,0.7,0.6,2,199,0.898,976949,128,36,0.919930455,183.0661606,117.7510983,0.826097549,5
41,0.7,0.6,2,161,0.727,976949,128,36,0.919930455,148.1088033,117.7510983,0.668789441,5
42,0.7,0.6,2,104,0.739,976949,128,36,0.919930455,95.67276734,117.7510983,0.679828606,5
43,0.7,0.6,2,262,0.733,976949,128,36,0.919930455,241.0217793,117.7510983,0.674309024,5
44,0.7,0.6,2,221,0.862,976949,128,36,0.919930455,203.3046306,117.7510983,0.792980052,5
45,0.7,0.6,2,109,0.93,976949,128,36,0.919930455,100.2724196,117.7510983,0.855535323,5
46,0.7,0.6,2,335,0.75,976949,128,36,0.919930455,308.1767025,117.7510983,0.689947841,5
47,0.7,0.6,2,212,0.691,976949,128,36,0.919930455,195.0252565,117.7510983,0.635671945,5
48,0.7,0.6,2,282,0.838,976949,128,36,0.919930455,259.4203884,117.7510983,0.770901721,5
49,0.7,0.6,2,206,0.86,976949,128,36,0.919930455,189.5056738,117.7510983,0.791140191,5
50,0.7,0.6,2,203,0.71,976949,128,36,0.919930455,186.7458824,117.7510983,0.653150623,5
51,0.7,0.6,2,270,0.653,976949,128,36,0.919930455,248.3812229,117.7510983,0.600714587,5
52,0.7,0.6,2,159,0.666,976949,128,36,0.919930455,146.2689424,117.7510983,0.612673683,5
53,0.7,0.6,2,309,0.81,976949,128,36,0.919930455,284.2585106,117.7510983,0.745143669,5
54,0.7,0.6,2,257,0.373,976949,128,36,0.919930455,236.422127,117.7510983,0.34313406,5
55,0.7,0.6,2,116,0.664,976949,128,36,0.919930455,106.7119328,117.7510983,0.610833822,5
56,0.7,0.6,2,309,0.602,976949,128,36,0.919930455,284.2585106,117.7510983,0.553798134,5
57,0.7,0.6,2,214,0.59,976949,128,36,0.919930455,196.8651174,117.7510983,0.542758969,5
58,0.7,0.6,2,455,0.639,976949,128,36,0.919930455,418.5683571,117.7510983,0.587835561,5
59,0.7,0.6,2,143,0.666,976949,128,36,0.919930455,131.5500551,117.7510983,0.612673683,5
60,0.7,0.6,2,360,0.607,976949,128,36,0.919930455,331.1749639,117.7510983,0.558397786,5
61,0.7,0.6,2,186,0.725,976949,128,36,0.919930455,171.1070647,117.7510983,0.66694958,5
62,0.7,0.6,2,248,0.724,976949,128,36,0.919930455,228.1427529,117.7510983,0.66602965,5
63,0.7,0.6,2,344,0.69,976949,128,36,0.919930455,316.4560766,117.7510983,0.634752014,5
64,0.7,0.6,2,234,0.657,976949,128,36,0.919930455,215.2637265,117.7510983,0.604394309,5
65,0.7,0.6,2,104,0.365,976949,128,36,0.919930455,95.67276734,117.7510983,0.335774616,5
66,0.7,0.6,2,170,0.857,976949,128,36,0.919930455,156.3881774,117.7510983,0.7883804,5
67,0.7,0.6,2,369,0.68,976949,128,36,0.919930455,339.454338,117.7510983,0.62555271,5
68,0.7,0.6,2,285,0.767,976949,128,36,0.919930455,262.1801797,117.7510983,0.705586659,5
69,0.7,0.6,2,328,0.739,976949,128,36,0.919930455,301.7371893,117.7510983,0.679828606,5
70,0.7,0.6,2,162,0.596,976949,128,36,0.919930455,149.0287337,117.7510983,0.548278551,5
71,0.7,0.6,2,385,0.37,976949,128,36,0.919930455,354.1732252,117.7510983,0.340374268,5
72,0.7,0.6,2,182,0.587,976949,128,36,0.919930455,167.4273428,117.7510983,0.539999177,5
73,0.7,0.6,2,300,0.84,976949,128,36,0.919930455,275.9791365,117.7510983,0.772741582,5
74,0.7,0.6,2,369,0.665,976949,128,36,0.919930455,339.454338,117.7510983,0.611753753,5
75,0.7,0.6,2,134,0.579,976949,128,36,0.919930455,123.270681,117.7510983,0.532639734,5
76,0.7,0.6,2,175,0.718,976949,128,36,0.919930455,160.9878297,117.7510983,0.660510067,5
77,0.7,0.6,2,225,0.737,976949,128,36,0.919930455,206.9843524,117.7510983,0.677988745,5
78,0.7,0.6,2,112,0.446,976949,128,36,0.919930455,103.032211,117.7510983,0.410288983,5
79,0.7,0.6,2,181,0.68,976949,128,36,0.919930455,166.5074124,117.7510983,0.62555271,5
80,0.7,0.6,2,264,0.622,976949,128,36,0.919930455,242.8616402,117.7510983,0.572196743,5
81,0.7,0.6,2,117,0.782,976949,128,36,0.919930455,107.6318633,117.7510983,0.719385616,5
82,0.7,0.6,2,337,0.507,976949,128,36,0.919930455,310.0165634,117.7510983,0.466404741,5
83,0.7,0.6,2,320,0.605,976949,128,36,0.919930455,294.3777457,117.7510983,0.556557925,5
84,0.7,0.6,2,316,0.598,976949,128,36,0.919930455,290.6980238,117.7510983,0.550118412,5
85,0.7,0.6,2,624,0.52,976949,128,36,0.919930455,574.036604,117.7510983,0.478363837,5
86,0.7,0.6,2,209,0.514,976949,128,36,0.919930455,192.2654651,117.7510983,0.472844254,5
87,0.7,0.6,2,264,0.785,976949,128,36,0.919930455,242.8616402,117.7510983,0.722145407,5
88,0.7,0.6,2,277,0.576,976949,128,36,0.919930455,254.8207361,117.7510983,0.529879942,5
89,0.7,0.6,2,159,0.75,976949,128,36,0.919930455,146.2689424,117.7510983,0.689947841,5
90,0.7,0.6,2,225,0.401,976949,128,36,0.919930455,206.9843524,117.7510983,0.368892113,5
91,0.7,0.6,2,138,0.83,976949,128,36,0.919930455,126.9504028,117.7510983,0.763542278,5
92,0.7,0.6,2,161,0.669,976949,128,36,0.919930455,148.1088033,117.7510983,0.615433475,5
93,0.7,0.6,2,201,0.679,976949,128,36,0.919930455,184.9060215,117.7510983,0.624632779,5
94,0.7,0.6,2,142,0.758,976949,128,36,0.919930455,130.6301246,117.7510983,0.697307285,5
95,0.7,0.6,2,147,0.748,976949,128,36,0.919930455,135.2297769,117.7510983,0.68810798,5
96,0.7,0.6,2,489,0.591,976949,128,36,0.919930455,449.8459926,117.7510983,0.543678899,5
97,0.7,0.6,2,277,0.751,976949,128,36,0.919930455,254.8207361,117.7510983,0.690867772,5
98,0.7,0.6,2,350,0.631,976949,128,36,0.919930455,321.9756593,117.7510983,0.580476117,5
99,0.7,0.6,2,388,0.663,976949,128,36,0.919930455,356.9330166,117.7510983,0.609913892,5
100,0.7,0.6,2,347,0.529,976949,128,36,0.919930455,319.2158679,117.7510983,0.486643211,5
101,0.7,0.6,2,195,0.79,976949,128,36,0.919930455,179.3864388,117.7510983,0.72674506,5
102,0.7,0.6,2,131,0.602,976949,128,36,0.919930455,120.5108896,117.7510983,0.553798134,5
103,0.7,0.6,2,142,0.877,976949,128,36,0.919930455,130.6301246,117.7510983,0.806779009,5
104,0.7,0.6,2,255,0.663,976949,128,36,0.919930455,234.5822661,117.7510983,0.609913892,5
105,0.7,0.6,2,509,0.474,976949,128,36,0.919930455,468.2446017,117.7510983,0.436047036,5
106,0.7,0.6,2,330,0.588,976949,128,36,0.919930455,303.5770502,117.7510983,0.540919108,5
107,0.7,0.6,2,409,0.65,976949,128,36,0.919930455,376.2515562,117.7510983,0.597954796,5
108,0.7,0.6,2,256,0.825,976949,128,36,0.919930455,235.5021965,117.7510983,0.758942626,5
109,0.7,0.6,2,198,0.632,976949,128,36,0.919930455,182.1462301,117.7510983,0.581396048,5
110,0.7,0.6,2,145,0.821,976949,128,36,0.919930455,133.389916,117.7510983,0.755262904,5
111,0.7,0.6,2,369,0.68,976949,128,36,0.919930455,339.454338,117.7510983,0.62555271,5
112,0.7,0.6,2,219,0.72,976949,128,36,0.919930455,201.4647697,117.7510983,0.662349928,5
113,0.7,0.6,2,185,0.387,976949,128,36,0.919930455,170.1871342,117.7510983,0.356013086,5
114,0.7,0.6,2,116,0.793,976949,128,36,0.919930455,106.7119328,117.7510983,0.729504851,5
115,0.7,0.6,2,248,0.677,976949,128,36,0.919930455,228.1427529,117.7510983,0.622792918,5
116,0.7,0.6,2,243,0.741,976949,128,36,0.919930455,223.5431006,117.7510983,0.681668467,5
117,0.7,0.6,2,160,0.777,976949,128,36,0.919930455,147.1888728,117.7510983,0.714785964,5
118,0.7,0.6,2,274,0.851,976949,128,36,0.919930455,252.0609447,117.7510983,0.782860817,5
119,0.7,0.6,2,145,0.613,976949,128,36,0.919930455,133.389916,117.7510983,0.563917369,5
120,0.7,0.6,2,199,0.612,976949,128,36,0.919930455,183.0661606,117.7510983,0.562997439,5
121,0.7,0.6,2,226,0.757,976949,128,36,0.919930455,207.9042829,117.7510983,0.696387355,5
122,0.7,0.6,2,191,0.6,976949,128,36,0.919930455,175.7067169,117.7510983,0.551958273,5
123,0.7,0.6,2,281,0.767,976949,128,36,0.919930455,258.5004579,117.7510983,0.705586659,5
124,0.7,0.6,2,124,0.774,976949,128,36,0.919930455,114.0713764,117.7510983,0.712026172,5
125,0.7,0.6,2,139,0.845,976949,128,36,0.919930455,127.8703333,117.7510983,0.777341235,5
126,0.7,0.6,2,120,0.585,976949,128,36,0.919930455,110.3916546,117.7510983,0.538159316,5
127,0.7,0.6,2,173,0.689,976949,128,36,0.919930455,159.1479687,117.7510983,0.633832084,5
128,0.7,0.6,2,179,0.902,976949,128,36,0.919930455,164.6675515,117.7510983,0.829777271,5
1,0.7,0.6,3,152,0.784,1078868,136,36,1.015901066,154.416962,138.1625449,0.796466436,5
2,0.7,0.6,3,306,0.827,1078868,136,36,1.015901066,310.8657261,138.1625449,0.840150181,5
3,0.7,0.6,3,122,0.496,1078868,136,36,1.015901066,123.93993,138.1625449,0.503886929,5
4,0.7,0.6,3,300,0.755,1078868,136,36,1.015901066,304.7703197,138.1625449,0.767005305,5
5,0.7,0.6,3,186,0.534,1078868,136,36,1.015901066,188.9575982,138.1625449,0.542491169,5
6,0.7,0.6,3,112,0.667,1078868,136,36,1.015901066,113.7809194,138.1625449,0.677606011,5
7,0.7,0.6,3,205,0.783,1078868,136,36,1.015901066,208.2597185,138.1625449,0.795450534,5
8,0.7,0.6,3,497,0.64,1078868,136,36,1.015901066,504.9028297,138.1625449,0.650176682,5
9,0.7,0.6,3,254,0.551,1078868,136,36,1.015901066,258.0388707,138.1625449,0.559761487,5
10,0.7,0.6,3,358,0.794,1078868,136,36,1.015901066,363.6925815,138.1625449,0.806625446,5
11,0.7,0.6,3,484,0.551,1078868,136,36,1.015901066,491.6961158,138.1625449,0.559761487,5
12,0.7,0.6,3,242,0.725,1078868,136,36,1.015901066,245.8480579,138.1625449,0.736528273,5
13,0.7,0.6,3,376,0.794,1078868,136,36,1.015901066,381.9788007,138.1625449,0.806625446,5
14,0.7,0.6,3,255,0.701,1078868,136,36,1.015901066,259.0547718,138.1625449,0.712146647,5
15,0.7,0.6,3,194,0.586,1078868,136,36,1.015901066,197.0848068,138.1625449,0.595318025,5
16,0.7,0.6,3,210,0.758,1078868,136,36,1.015901066,213.3392238,138.1625449,0.770053008,5
17,0.7,0.6,3,125,0.855,1078868,136,36,1.015901066,126.9876332,138.1625449,0.868595411,5
18,0.7,0.6,3,116,0.925,1078868,136,36,1.015901066,117.8445236,138.1625449,0.939708486,5
19,0.7,0.6,3,147,0.904,1078868,136,36,1.015901066,149.3374567,138.1625449,0.918374563,5
20,0.7,0.6,3,369,0.652,1078868,136,36,1.015901066,374.8674933,138.1625449,0.662367495,5
21,0.7,0.6,3,201,0.666,1078868,136,36,1.015901066,204.1961142,138.1625449,0.67659011,5
22,0.7,0.6,3,184,0.894,1078868,136,36,1.015901066,186.9257961,138.1625449,0.908215553,5
23,0.7,0.6,3,116,0.838,1078868,136,36,1.015901066,117.8445236,138.1625449,0.851325093,5
24,0.7,0.6,3,270,0.647,1078868,136,36,1.015901066,274.2932878,138.1625449,0.65728799,5
25,0.7,0.6,3,284,0.617,1078868,136,36,1.015901066,288.5159027,138.1625449,0.626810958,5
26,0.7,0.6,3,144,0.656,1078868,136,36,1.015901066,146.2897535,138.1625449,0.666431099,5
27,0.7,0.6,3,255,0.845,1078868,136,36,1.015901066,259.0547718,138.1625449,0.858436401,5
28,0.7,0.6,3,433,0.475,1078868,136,36,1.015901066,439.8851615,138.1625449,0.482553006,5
29,0.7,0.6,3,205,0.799,1078868,136,36,1.015901066,208.2597185,138.1625449,0.811704952,5
30,0.7,0.6,3,114,0.834,1078868,136,36,1.015901066,115.8127215,138.1625449,0.847261489,5
31,0.7,0.6,3,313,0.876,1078868,136,36,1.015901066,317.9770336,138.1625449,0.889929334,5
32,0.7,0.6,3,330,0.662,1078868,136,36,1.015901066,335.2473517,138.1625449,0.672526506,5
33,0.7,0.6,3,190,0.803,1078868,136,36,1.015901066,193.0212025,138.1625449,0.815768556,5
34,0.7,0.6,3,130,0.554,1078868,136,36,1.015901066,132.0671385,138.1625449,0.56280919,5
35,0.7,0.6,3,149,0.733,1078868,136,36,1.015901066,151.3692588,138.1625449,0.744655481,5
36,0.7,0.6,3,201,0.824,1078868,136,36,1.015901066,204.1961142,138.1625449,0.837102478,5
37,0.7,0.6,3,133,0.899,1078868,136,36,1.015901066,135.1148417,138.1625449,0.913295058,5
38,0.7,0.6,3,292,0.728,1078868,136,36,1.015901066,296.6431112,138.1625449,0.739575976,5
39,0.7,0.6,3,185,0.586,1078868,136,36,1.015901066,187.9416972,138.1625449,0.595318025,5
40,0.7,0.6,3,551,0.697,1078868,136,36,1.015901066,559.7614872,138.1625449,0.708083043,5
41,0.7,0.6,3,292,0.638,1078868,136,36,1.015901066,296.6431112,138.1625449,0.64814488,5
42,0.7,0.6,3,236,0.859,1078868,136,36,1.015901066,239.7526515,138.1625449,0.872659015,5
43,0.7,0.6,3,119,0.921,1078868,136,36,1.015901066,120.8922268,138.1625449,0.935644882,5
44,0.7,0.6,3,184,0.805,1078868,136,36,1.015901066,186.9257961,138.1625449,0.817800358,5
45,0.7,0.6,3,111,0.642,1078868,136,36,1.015901066,112.7650183,138.1625449,0.652208484,5
46,0.7,0.6,3,159,0.943,1078868,136,36,1.015901066,161.5282695,138.1625449,0.957994705,5
47,0.7,0.6,3,224,0.612,1078868,136,36,1.015901066,227.5618387,138.1625449,0.621731452,5
48,0.7,0.6,3,178,0.864,1078868,136,36,1.015901066,180.8303897,138.1625449,0.877738521,5
49,0.7,0.6,3,308,0.768,1078868,136,36,1.015901066,312.8975283,138.1625449,0.780212019,5
50,0.7,0.6,3,228,0.776,1078868,136,36,1.015901066,231.625443,138.1625449,0.788339227,5
51,0.7,0.6,3,253,0.489,1078868,136,36,1.015901066,257.0229696,138.1625449,0.496775621,5
52,0.7,0.6,3,138,0.822,1078868,136,36,1.015901066,140.1943471,138.1625449,0.835070676,5
53,0.7,0.6,3,308,0.733,1078868,136,36,1.015901066,312.8975283,138.1625449,0.744655481,5
54,0.7,0.6,3,156,0.689,1078868,136,36,1.015901066,158.4805663,138.1625449,0.699955834,5
55,0.7,0.6,3,515,0.536,1078868,136,36,1.015901066,523.1890489,138.1625449,0.544522971,5
56,0.7,0.6,3,247,0.59,1078868,136,36,1.015901066,250.9275632,138.1625449,0.599381629,5
57,0.7,0.6,3,253,0.658,1078868,136,36,1.015901066,257.0229696,138.1625449,0.668462901,5
58,0.7,0.6,3,221,0.795,1078868,136,36,1.015901066,224.5141355,138.1625449,0.807641347,5
59,0.7,0.6,3,215,0.651,1078868,136,36,1.015901066,218.4187291,138.1625449,0.661351594,5
60,0.7,0.6,3,115,0.745,1078868,136,36,1.015901066,116.8286226,138.1625449,0.756846294,5
61,0.7,0.6,3,132,0.903,1078868,136,36,1.015901066,134.0989407,138.1625449,0.917358662,5
62,0.7,0.6,3,159,0.748,1078868,136,36,1.015901066,161.5282695,138.1625449,0.759893997,5
63,0.7,0.6,3,104,0.865,1078868,136,36,1.015901066,105.6537108,138.1625449,0.878754422,5
64,0.7,0.6,3,404,0.608,1078868,136,36,1.015901066,410.4240306,138.1625449,0.617667848,5
65,0.7,0.6,3,283,0.658,1078868,136,36,1.015901066,287.5000016,138.1625449,0.668462901,5
66,0.7,0.6,3,314,0.703,1078868,136,36,1.015901066,318.9929346,138.1625449,0.714178449,5
67,0.7,0.6,3,171,0.667,1078868,136,36,1.015901066,173.7190822,138.1625449,0.677606011,5
68,0.7,0.6,3,185,0.573,1078868,136,36,1.015901066,187.9416972,138.1625449,0.582111311,5
69,0.7,0.6,3,246,0.683,1078868,136,36,1.015901066,249.9116622,138.1625449,0.693860428,5
70,0.7,0.6,3,182,0.687,1078868,136,36,1.015901066,184.893994,138.1625449,0.697924032,5
71,0.7,0.6,3,206,0.894,1078868,136,36,1.015901066,209.2756195,138.1625449,0.908215553,5
72,0.7,0.6,3,247,0.548,1078868,136,36,1.015901066,250.9275632,138.1625449,0.556713784,5
73,0.7,0.6,3,222,0.644,1078868,136,36,1.015901066,225.5300366,138.1625449,0.654240286,5
74,0.7,0.6,3,230,0.814,1078868,136,36,1.015901066,233.6572451,138.1625449,0.826943468,5
75,0.7,0.6,3,208,0.788,1078868,136,36,1.015901066,211.3074217,138.1625449,0.80053004,5
76,0.7,0.6,3,183,0.826,1078868,136,36,1.015901066,185.909895,138.1625449,0.83913428,5
77,0.7,0.6,3,156,0.711,1078868,136,36,1.015901066,158.4805663,138.1625449,0.722305658,5
78,0.7,0.6,3,234,0.735,1078868,136,36,1.015901066,237.7208494,138.1625449,0.746687283,5
79,0.7,0.6,3,380,0.604,1078868,136,36,1.015901066,386.042405,138.1625449,0.613604244,5
80,0.7,0.6,3,243,0.652,1078868,136,36,1.015901066,246.863959,138.1625449,0.662367495,5
81,0.7,0.6,3,179,0.531,1078868,136,36,1.015901066,181.8462908,138.1625449,0.539443466,5
82,0.7,0.6,3,319,0.505,1078868,136,36,1.015901066,324.07244,138.1625449,0.513030038,5
83,0.7,0.6,3,235,0.374,1078868,136,36,1.015901066,238.7367505,138.1625449,0.379946999,5
84,0.7,0.6,3,179,0.834,1078868,136,36,1.015901066,181.8462908,138.1625449,0.847261489,5
85,0.7,0.6,3,118,0.925,1078868,136,36,1.015901066,119.8763258,138.1625449,0.939708486,5
86,0.7,0.6,3,220,0.605,1078868,136,36,1.015901066,223.4982345,138.1625449,0.614620145,5
87,0.7,0.6,3,106,0.745,1078868,136,36,1.015901066,107.685513,138.1625449,0.756846294,5
88,0.7,0.6,3,259,0.725,1078868,136,36,1.015901066,263.118376,138.1625449,0.736528273,5
89,0.7,0.6,3,251,0.864,1078868,136,36,1.015901066,254.9911675,138.1625449,0.877738521,5
90,0.7,0.6,3,179,0.489,1078868,136,36,1.015901066,181.8462908,138.1625449,0.496775621,5
91,0.7,0.6,3,153,0.833,1078868,136,36,1.015901066,155.4328631,138.1625449,0.846245588,5
92,0.7,0.6,3,140,0.801,1078868,136,36,1.015901066,142.2261492,138.1625449,0.813736754,5
93,0.7,0.6,3,195,0.612,1078868,136,36,1.015901066,198.1007078,138.1625449,0.621731452,5
94,0.7,0.6,3,286,0.664,1078868,136,36,1.015901066,290.5477048,138.1625449,0.674558308,5
95,0.7,0.6,3,219,0.751,1078868,136,36,1.015901066,222.4823334,138.1625449,0.7629417,5
96,0.7,0.6,3,132,0.744,1078868,136,36,1.015901066,134.0989407,138.1625449,0.755830393,5
97,0.7,0.6,3,228,0.853,1078868,136,36,1.015901066,231.625443,138.1625449,0.866563609,5
98,0.7,0.6,3,226,0.601,1078868,136,36,1.015901066,229.5936409,138.1625449,0.610556541,5
99,0.7,0.6,3,208,0.85,1078868,136,36,1.015901066,211.3074217,138.1625449,0.863515906,5
100,0.7,0.6,3,424,0.657,1078868,136,36,1.015901066,430.7420519,138.1625449,0.667447,5
101,0.7,0.6,3,105,0.768,1078868,136,36,1.015901066,106.6696119,138.1625449,0.780212019,5
102,0.7,0.6,3,227,0.692,1078868,136,36,1.015901066,230.6095419,138.1625449,0.703003538,5
103,0.7,0.6,3,110,0.862,1078868,136,36,1.015901066,111.7491172,138.1625449,0.875706719,5
104,0.7,0.6,3,240,0.571,1078868,136,36,1.015901066,243.8162558,138.1625449,0.580079509,5
105,0.7,0.6,3,422,0.56,1078868,136,36,1.015901066,428.7102498,138.1625449,0.568904597,5
106,0.7,0.6,3,108,0.836,1078868,136,36,1.015901066,109.7173151,138.1625449,0.849293291,5
107,0.7,0.6,3,279,0.649,1078868,136,36,1.015901066,283.4363973,138.1625449,0.659319792,5
108,0.7,0.6,3,298,0.766,1078868,136,36,1.015901066,302.7385176,138.1625449,0.778180216,5
109,0.7,0.6,3,111,0.759,1078868,136,36,1.015901066,112.7650183,138.1625449,0.771068909,5
110,0.7,0.6,3,362,0.726,1078868,136,36,1.015901066,367.7561858,138.1625449,0.737544174,5
111,0.7,0.6,3,191,0.359,1078868,136,36,1.015901066,194.0371036,138.1625449,0.364708483,5
112,0.7,0.6,3,254,0.755,1078868,136,36,1.015901066,258.0388707,138.1625449,0.767005305,5
113,0.7,0.6,3,400,0.425,1078868,136,36,1.015901066,406.3604263,138.1625449,0.431757953,5
114,0.7,0.6,3,207,0.617,1078868,136,36,1.015901066,210.2915206,138.1625449,0.626810958,5
115,0.7,0.6,3,349,0.597,1078868,136,36,1.015901066,354.549472,138.1625449,0.606492936,5
116,0.7,0.6,3,391,0.725,1078868,136,36,1.015901066,397.2173167,138.1625449,0.736528273,5
117,0.7,0.6,3,156,0.75,1078868,136,36,1.015901066,158.4805663,138.1625449,0.761925799,5
118,0.7,0.6,3,130,0.899,1078868,136,36,1.015901066,132.0671385,138.1625449,0.913295058,5
119,0.7,0.6,3,148,0.877,1078868,136,36,1.015901066,150.3533577,138.1625449,0.890945235,5
120,0.7,0.6,3,136,0.827,1078868,136,36,1.015901066,138.1625449,138.1625449,0.840150181,5
121,0.7,0.6,3,457,0.35,1078868,136,36,1.015901066,464.2667871,138.1625449,0.355565373,5
122,0.7,0.6,3,355,0.831,1078868,136,36,1.015901066,360.6448783,138.1625449,0.844213786,5
123,0.7,0.6,3,321,0.735,1078868,136,36,1.015901066,326.1042421,138.1625449,0.746687283,5
124,0.7,0.6,3,139,0.717,1078868,136,36,1.015901066,141.2102481,138.1625449,0.728401064,5
125,0.7,0.6,3,262,0.771,1078868,136,36,1.015901066,266.1660792,138.1625449,0.783259722,5
126,0.7,0.6,3,147,0.457,1078868,136,36,1.015901066,149.3374567,138.1625449,0.464266787,5
